model,task,example_id,baseline_strategy,comparison_strategy,baseline_run_dir,comparison_run_dir,baseline_score_int,comparison_score_int,baseline_output,comparison_output,transition_label,gold,pred,run_dir
gpt,arc,67,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,0,C,D,correct_to_incorrect,C,D,run_20260315_045849
gpt,arc,68,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,1,B,B,correct_to_correct,B,B,run_20260315_045849
gpt,arc,69,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,0,A,C,correct_to_incorrect,A,C,run_20260315_045849
gpt,arc,7,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,1,C,C,correct_to_correct,C,C,run_20260315_045849
gpt,arc,70,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,0,0,D,B,incorrect_to_incorrect,A,B,run_20260315_045849
gpt,arc,71,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,1,C,C,correct_to_correct,C,C,run_20260315_045849
gpt,arc,72,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,0,B,A,correct_to_incorrect,B,A,run_20260315_045849
gpt,arc,73,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,1,D,D,correct_to_correct,D,D,run_20260315_045849
gpt,arc,74,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,1,D,D,correct_to_correct,D,D,run_20260315_045849
gpt,arc,75,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,1,A,A,correct_to_correct,A,A,run_20260315_045849
gpt,arc,76,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,1,B,B,correct_to_correct,B,B,run_20260315_045849
gpt,arc,77,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,1,B,B,correct_to_correct,B,B,run_20260315_045849
gpt,arc,78,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,1,B,B,correct_to_correct,B,B,run_20260315_045849
gpt,arc,79,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,1,A,A,correct_to_correct,A,A,run_20260315_045849
gpt,arc,8,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,1,B,B,correct_to_correct,B,B,run_20260315_045849
gpt,arc,80,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,1,D,D,correct_to_correct,D,D,run_20260315_045849
gpt,arc,81,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,1,C,C,correct_to_correct,C,C,run_20260315_045849
gpt,arc,82,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,1,C,C,correct_to_correct,C,C,run_20260315_045849
gpt,arc,83,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,1,D,D,correct_to_correct,D,D,run_20260315_045849
gpt,arc,84,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,1,D,D,correct_to_correct,D,D,run_20260315_045849
gpt,arc,85,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,1,A,A,correct_to_correct,A,A,run_20260315_045849
gpt,arc,86,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,1,A,A,correct_to_correct,A,A,run_20260315_045849
gpt,arc,87,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,1,D,D,correct_to_correct,D,D,run_20260315_045849
gpt,arc,88,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,1,C,C,correct_to_correct,C,C,run_20260315_045849
gpt,arc,89,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,1,C,C,correct_to_correct,C,C,run_20260315_045849
gpt,arc,9,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,1,A,A,correct_to_correct,A,A,run_20260315_045849
gpt,arc,90,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,1,A,A,correct_to_correct,A,A,run_20260315_045849
gpt,arc,91,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,1,D,D,correct_to_correct,D,D,run_20260315_045849
gpt,arc,92,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,1,D,D,correct_to_correct,D,D,run_20260315_045849
gpt,arc,93,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,1,A,A,correct_to_correct,A,A,run_20260315_045849
gpt,arc,94,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,1,B,B,correct_to_correct,B,B,run_20260315_045849
gpt,arc,95,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,1,C,C,correct_to_correct,C,C,run_20260315_045849
gpt,arc,96,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,1,C,C,correct_to_correct,C,C,run_20260315_045849
gpt,arc,97,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,1,B,B,correct_to_correct,B,B,run_20260315_045849
gpt,arc,98,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,1,B,B,correct_to_correct,B,B,run_20260315_045849
gpt,arc,99,self_refine_draft,self_refine_final,run_20260315_045849,run_20260315_045849,1,1,B,B,correct_to_correct,B,B,run_20260315_045849
gpt,gsm8k,0,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,18,18,correct_to_correct,18,18,run_20260311_211450
gpt,gsm8k,1,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,3,3,correct_to_correct,3,3,run_20260311_211450
gpt,gsm8k,10,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,366,366,correct_to_correct,366,366,run_20260311_211450
gpt,gsm8k,100,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,0,175,705,correct_to_incorrect,175,705,run_20260311_211450
gpt,gsm8k,101,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,0,1,"Total pages to read: 4 + 20 + 7 + 8 = 39  
Pages already read: 15  

Remaining pages: 39 − 15 = 24  

Days left: 4  

Average per day: 24 ÷ 4 = 6  

Answer: 6",6,incorrect_to_correct,6,6,run_20260311_211450
gpt,gsm8k,102,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,26,26,correct_to_correct,26,26,run_20260311_211450
gpt,gsm8k,103,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,140,140,correct_to_correct,140,140,run_20260311_211450
gpt,gsm8k,104,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,500,500,correct_to_correct,500,500,run_20260311_211450
gpt,gsm8k,105,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,20,20,correct_to_correct,20,20,run_20260311_211450
gpt,gsm8k,106,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,72,72,correct_to_correct,72,72,run_20260311_211450
gpt,gsm8k,107,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,3,3,correct_to_correct,3,3,run_20260311_211450
gpt,gsm8k,108,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,50,50,correct_to_correct,50,50,run_20260311_211450
gpt,gsm8k,109,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,28,28,correct_to_correct,28,28,run_20260311_211450
gpt,gsm8k,11,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,694,694,correct_to_correct,694,694,run_20260311_211450
gpt,gsm8k,110,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,45,45,correct_to_correct,45,45,run_20260311_211450
gpt,gsm8k,111,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,0,1,"Speed = 20 ft / 16 s = 1.25 ft/s  
Distance in 64 s = 1.25 × 64 = 80 ft  

Water intake = 2 liters per 10 ft = 0.2 liters per ft  

Total water = 80 × 0.2 = 16  

16",16,incorrect_to_correct,16,16,run_20260311_211450
gpt,gsm8k,112,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,24,24,correct_to_correct,24,24,run_20260311_211450
gpt,gsm8k,113,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,25,25,correct_to_correct,25,25,run_20260311_211450
gpt,gsm8k,114,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,6,6,correct_to_correct,6,6,run_20260311_211450
gpt,gsm8k,115,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,0,1,$90,90,incorrect_to_correct,90,90,run_20260311_211450
gpt,gsm8k,116,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,42,42,correct_to_correct,42,42,run_20260311_211450
gpt,gsm8k,117,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,360,360,correct_to_correct,360,360,run_20260311_211450
gpt,gsm8k,118,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,4,4,correct_to_correct,4,4,run_20260311_211450
gpt,gsm8k,119,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,0,0,99076.92,99076.92,incorrect_to_incorrect,95200,99076.92,run_20260311_211450
gpt,gsm8k,12,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,0,0,"Net earnings per year = (7 lemons × $1.5) − $3 = $10.5 − $3 = $7.5.

Initial cost = $90.

Years to recover cost = 90 ÷ 7.5 = 12.

Final answer: 12",12,incorrect_to_incorrect,13,12,run_20260311_211450
gpt,gsm8k,120,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,240,240,correct_to_correct,240,240,run_20260311_211450
gpt,gsm8k,121,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,27,27,correct_to_correct,27,27,run_20260311_211450
gpt,gsm8k,122,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,48,48,correct_to_correct,48,48,run_20260311_211450
gpt,gsm8k,123,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,50,50,correct_to_correct,50,50,run_20260311_211450
gpt,gsm8k,124,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,10,10,correct_to_correct,10,10,run_20260311_211450
gpt,gsm8k,125,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,10,10,correct_to_correct,10,10,run_20260311_211450
gpt,gsm8k,126,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,82,82,correct_to_correct,82,82,run_20260311_211450
gpt,gsm8k,127,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,120,120,correct_to_correct,120,120,run_20260311_211450
gpt,gsm8k,128,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,880,880,correct_to_correct,880,880,run_20260311_211450
gpt,gsm8k,129,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,10000,10000,correct_to_correct,10000,10000,run_20260311_211450
gpt,gsm8k,13,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,18,18,correct_to_correct,18,18,run_20260311_211450
gpt,gsm8k,130,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,30,30,correct_to_correct,30,30,run_20260311_211450
gpt,gsm8k,131,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,940,940,correct_to_correct,940,940,run_20260311_211450
gpt,gsm8k,132,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,60,60,correct_to_correct,60,60,run_20260311_211450
gpt,gsm8k,133,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,13,13,correct_to_correct,13,13,run_20260311_211450
gpt,gsm8k,134,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,720,720,correct_to_correct,720,720,run_20260311_211450
gpt,gsm8k,135,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,0,1,"Brian had 20 video games but lost 5 before the comparison, so he had:

20 − 5 = 15

Bobby has 5 fewer than 3 times Brian’s amount:

3 × 15 = 45  
45 − 5 = 40

Final answer: **40**",40,incorrect_to_correct,40,40,run_20260311_211450
gpt,gsm8k,136,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,6,6,correct_to_correct,6,6,run_20260311_211450
gpt,gsm8k,137,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,29,29,correct_to_correct,29,29,run_20260311_211450
gpt,gsm8k,138,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,105,105,correct_to_correct,105,105,run_20260311_211450
gpt,gsm8k,139,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,70,70,correct_to_correct,70,70,run_20260311_211450
gpt,gsm8k,14,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,0,1,60%,60%,incorrect_to_correct,60,60,run_20260311_211450
gpt,gsm8k,140,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,0,1,20%,20%,incorrect_to_correct,20,20,run_20260311_211450
gpt,gsm8k,141,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,400,400,correct_to_correct,400,400,run_20260311_211450
gpt,gsm8k,142,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,140,140,correct_to_correct,140,140,run_20260311_211450
gpt,gsm8k,143,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,16,16,correct_to_correct,16,16,run_20260311_211450
gpt,gsm8k,144,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,20,20,correct_to_correct,20,20,run_20260311_211450
gpt,gsm8k,145,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,4000,4000,correct_to_correct,4000,4000,run_20260311_211450
gpt,gsm8k,146,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,0,0,"First set: 500 pieces.  

Second set: 3 times more than 500 → 500 + (3 ×",2625,incorrect_to_incorrect,2,2625,run_20260311_211450
gpt,gsm8k,147,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,0,1,[EMPTY_OUTPUT status=incomplete output_types=['reasoning']],75,incorrect_to_correct,75,75,run_20260311_211450
gpt,gsm8k,148,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,30,30,correct_to_correct,30,30,run_20260311_211450
gpt,gsm8k,149,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,16,16,correct_to_correct,16,16,run_20260311_211450
gpt,gsm8k,15,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,125,125,correct_to_correct,125,125,run_20260311_211450
gpt,gsm8k,150,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,4,4,correct_to_correct,4,4,run_20260311_211450
gpt,gsm8k,151,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,5,5,correct_to_correct,5,5,run_20260311_211450
gpt,gsm8k,152,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,4,4,correct_to_correct,4,4,run_20260311_211450
gpt,gsm8k,153,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,48,48,correct_to_correct,48,48,run_20260311_211450
gpt,gsm8k,154,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,0,1,"Mondays, Wednesdays, Fridays:  
3 classes × 1 hour = 3 hours per day  
3 days × 3 hours = 9 hours per week

Tuesdays, Thursdays:  
2 classes × 2 hours = 4 hours per day  
2 days × 4 hours = 8 hours per week

Total per week: 9 + 8 = 17 hours

Over 16 weeks:  
17 × 16 = 272

Final answer: 272",272,incorrect_to_correct,272,272,run_20260311_211450
gpt,gsm8k,155,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,280,280,correct_to_correct,280,280,run_20260311_211450
gpt,gsm8k,156,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,1400,1400,correct_to_correct,1400,1400,run_20260311_211450
gpt,gsm8k,157,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,0,1,"Blake: Each back-and-forth on a 100‑yard field is 200 yards.  
15 × 200 = 3000 yards.

Kelly:  
First back-and-forth: 200 yards.  
Then to the 40‑yard line and back: 40 + 40 = 80 yards each time.  
34 × 80 = 2720 yards.

Total for Kelly: 200 + 2720 = 2920 yards.

Difference: 3000 − 2920 = **80**.",80,incorrect_to_correct,80,80,run_20260311_211450
gpt,gsm8k,158,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,34,34,correct_to_correct,34,34,run_20260311_211450
gpt,gsm8k,159,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,15,15,correct_to_correct,15,15,run_20260311_211450
gpt,gsm8k,16,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,230,230,correct_to_correct,230,230,run_20260311_211450
gpt,gsm8k,160,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,16,16,correct_to_correct,16,16,run_20260311_211450
gpt,gsm8k,161,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,32,32,correct_to_correct,32,32,run_20260311_211450
gpt,gsm8k,162,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,92,92,correct_to_correct,92,92,run_20260311_211450
gpt,gsm8k,163,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,50,50,correct_to_correct,50,50,run_20260311_211450
gpt,gsm8k,164,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,0,1,"Doing taxes herself: loses 3 × $35 = $105.

Hiring the accountant: pays $90 but avoids losing $105.

Net gain = 105 − 90 = 15.

15",15,incorrect_to_correct,15,15,run_20260311_211450
gpt,gsm8k,165,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,77,77,correct_to_correct,77,77,run_20260311_211450
gpt,gsm8k,166,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,5,5,correct_to_correct,5,5,run_20260311_211450
gpt,gsm8k,167,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,16,16,correct_to_correct,16,16,run_20260311_211450
gpt,gsm8k,168,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,18,18,correct_to_correct,18,18,run_20260311_211450
gpt,gsm8k,169,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,120,120,correct_to_correct,120,120,run_20260311_211450
gpt,gsm8k,17,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,57500,57500,correct_to_correct,57500,57500,run_20260311_211450
gpt,gsm8k,170,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,150,150,correct_to_correct,150,150,run_20260311_211450
gpt,gsm8k,171,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,1210,1210,correct_to_correct,1210,1210,run_20260311_211450
gpt,gsm8k,172,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,51,51,correct_to_correct,51,51,run_20260311_211450
gpt,gsm8k,173,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,18000,18000,correct_to_correct,18000,18000,run_20260311_211450
gpt,gsm8k,174,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,95,95,correct_to_correct,95,95,run_20260311_211450
gpt,gsm8k,175,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,15,15,correct_to_correct,15,15,run_20260311_211450
gpt,gsm8k,176,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,100,100,correct_to_correct,100,100,run_20260311_211450
gpt,gsm8k,177,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,350,350,correct_to_correct,350,350,run_20260311_211450
gpt,gsm8k,178,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,122,122,correct_to_correct,122,122,run_20260311_211450
gpt,gsm8k,179,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,130,130,correct_to_correct,130,130,run_20260311_211450
gpt,gsm8k,18,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,7,7,correct_to_correct,7,7,run_20260311_211450
gpt,gsm8k,180,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,20,20,correct_to_correct,20,20,run_20260311_211450
gpt,gsm8k,181,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,0,1,"200 pink calla lilies = 5 × (white carnations)

White carnations = 200 ÷ 5 = 40

Red roses = 4 × (white carnations) = 4 × 40 = 160

160",160,incorrect_to_correct,160,160,run_20260311_211450
gpt,gsm8k,182,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,0,0,"Jan is 30.

Half of Jan’s age = 30 ÷ 2 = 15.

Mark two years ago was 5 years older than that:
15 + 5 = 20.

So Mark’s age two years ago = 20 → Mark now = 20 + 2 = 22.

Jean is two years older than Mark:
22 + 2 = 24.

Final answer: 24",24,incorrect_to_incorrect,23,24,run_20260311_211450
gpt,gsm8k,183,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,2,2,correct_to_correct,2,2,run_20260311_211450
gpt,gsm8k,184,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,0,1,"P(roll > 3) = 3/6 = 1/2 = 0.50  
P(two evens in a row) = (3/6)² = (1/2)² = 1/4 = 0.25  

Difference = 0.50 − 0.25 = 0.25 = **25%**

**Answer: 25%**",25%,incorrect_to_correct,25,25,run_20260311_211450
gpt,gsm8k,185,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,30,30,correct_to_correct,30,30,run_20260311_211450
gpt,gsm8k,186,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,5,5,correct_to_correct,5,5,run_20260311_211450
gpt,gsm8k,187,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,0,0,106.12,106.12,incorrect_to_incorrect,106,106.12,run_20260311_211450
gpt,gsm8k,188,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,50,50,correct_to_correct,50,50,run_20260311_211450
gpt,gsm8k,189,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,34,34,correct_to_correct,34,34,run_20260311_211450
gpt,gsm8k,19,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,6,6,correct_to_correct,6,6,run_20260311_211450
gpt,gsm8k,190,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,360,360,correct_to_correct,360,360,run_20260311_211450
gpt,gsm8k,191,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,5,5,correct_to_correct,5,5,run_20260311_211450
gpt,gsm8k,192,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,0,1,"Net gain per year = 10 planted − 2 chopped = 8 trees.

Over 10 years:  
8 × 10 = 80 trees added.

Starting trees:  
50 + 80 = 130 trees.

After 10 years, 30% die → 70% remain:  
0.7 × 130 = 91

Final answer: **91**",91,incorrect_to_correct,91,91,run_20260311_211450
gpt,gsm8k,193,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,24,24,correct_to_correct,24,24,run_20260311_211450
gpt,gsm8k,194,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,10,10,correct_to_correct,10,10,run_20260311_211450
gpt,gsm8k,195,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,12,12,correct_to_correct,12,12,run_20260311_211450
gpt,gsm8k,196,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,120,120,correct_to_correct,120,120,run_20260311_211450
gpt,gsm8k,197,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,6277,6277,correct_to_correct,6277,6277,run_20260311_211450
gpt,gsm8k,198,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,320,320,correct_to_correct,320,320,run_20260311_211450
gpt,gsm8k,199,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,7500,7500,correct_to_correct,7500,7500,run_20260311_211450
gpt,gsm8k,2,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,0,1,"$70,000",70000,incorrect_to_correct,70000,70000,run_20260311_211450
gpt,gsm8k,20,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,15,15,correct_to_correct,15,15,run_20260311_211450
gpt,gsm8k,21,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,14,14,correct_to_correct,14,14,run_20260311_211450
gpt,gsm8k,22,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,7,7,correct_to_correct,7,7,run_20260311_211450
gpt,gsm8k,23,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,8,8,correct_to_correct,8,8,run_20260311_211450
gpt,gsm8k,24,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,26,26,correct_to_correct,26,26,run_20260311_211450
gpt,gsm8k,25,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,2,2,correct_to_correct,2,2,run_20260311_211450
gpt,gsm8k,26,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,243,243,correct_to_correct,243,243,run_20260311_211450
gpt,gsm8k,27,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,16,16,correct_to_correct,16,16,run_20260311_211450
gpt,gsm8k,28,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,25,25,correct_to_correct,25,25,run_20260311_211450
gpt,gsm8k,29,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,104,104,correct_to_correct,104,104,run_20260311_211450
gpt,gsm8k,3,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,540,540,correct_to_correct,540,540,run_20260311_211450
gpt,gsm8k,30,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,109,109,correct_to_correct,109,109,run_20260311_211450
gpt,gsm8k,31,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,80,80,correct_to_correct,80,80,run_20260311_211450
gpt,gsm8k,32,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,35,35,correct_to_correct,35,35,run_20260311_211450
gpt,gsm8k,33,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,70,70,correct_to_correct,70,70,run_20260311_211450
gpt,gsm8k,34,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,23,23,correct_to_correct,23,23,run_20260311_211450
gpt,gsm8k,35,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,9,9,correct_to_correct,9,9,run_20260311_211450
gpt,gsm8k,36,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,75,75,correct_to_correct,75,75,run_20260311_211450
gpt,gsm8k,37,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,2,2,correct_to_correct,2,2,run_20260311_211450
gpt,gsm8k,38,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,10,10,correct_to_correct,10,10,run_20260311_211450
gpt,gsm8k,39,self_refine_draft,self_refine_final,run_20260311_211450,run_20260311_211450,1,1,18,18,correct_to_correct,18,18,run_20260311_211450
